Depth (m);Temperature (deg_C);Conductivity (S/m);Salinity (PSU)
1081;13.644708120915;46.1233357399627;38.7379518464052
1082;13.6448213748833;46.1239189635854;38.7379710690943
1083;13.6449349439776;46.1245020518207;38.7379898739496
1084;13.6450488748833;46.1250850723623;38.7380082679739
1085;13.6451632119515;46.1256681255836;38.7380263001868
1086;13.6452779855276;46.1262512885154;38.7380440149393
1087;13.6453932049487;46.1268346078431;38.7380614402428
1088;13.6455088748833;46.1274181240274;38.7380786033302
1089;13.6456249859944;46.1280018596327;38.738095532991
1090;13.6457415172736;46.1285858239963;38.7381122572362
1091;13.6458584640523;46.1291700147837;38.7381287784003
1092;13.6459758380019;46.1297544833489;38.7381451314971
1093;13.6460936601307;46.1303392623716;38.7381613165266
1094;13.6462119693433;46.1309243526299;38.7381772883598
1095;13.646330803766;46.1315097860255;38.7381930407719
1096;13.6464501960784;46.1320956302521;38.7382086157797
1097;13.6465701626206;46.1326818759726;38.7382240017118
1098;13.6466907173981;46.1332685208528;38.7382391892313
1099;13.6468118370682;46.1338555298786;38.7382541736695
1100;13.6469334982882;46.1344428820417;38.7382689620293
1101;13.6470556753813;46.1350305750078;38.7382835776533
1102;13.6471783496732;46.1356186414566;38.7382980718954
1103;13.6473015048242;46.1362071086212;38.7383124852163
1104;13.6474251455027;46.1367960006225;38.7383268331777
1105;13.6475492763772;46.1373854248366;38.7383412114846
1106;13.6476739021164;46.1379755049798;38.7383557368503
1107;13.6477990343915;46.1385662947401;38.7383704512916
1108;13.6479246872082;46.1391578594771;38.7383854038282
1109;13.6480508380019;46.1397502871149;38.7384006932773
1110;13.6481774486461;46.1403436111111;38.7384163842204
1111;13.6483044887955;46.1409378151261;38.7384324836601
1112;13.6484319584501;46.141532875817;38.7384489659197
1113;13.6485598646125;46.1421287791784;38.7384658146592
1114;13.64868821662;46.1427255718954;38.7384830648926
1115;13.6488170502646;46.1433232352941;38.7385006559291
1116;13.6489464005602;46.1439217927171;38.7385185737628
1117;13.6490763017429;46.1445212698413;38.7385368113912
1118;13.6492067841581;46.1451216806723;38.7385553548086
1119;13.6493378594771;46.1457229855276;38.7385741526611
1120;13.6494695300342;46.1463250746965;38.7385930975724
1121;13.6496017857143;46.1469278501401;38.7386121101774
1122;13.6497346070651;46.1475312379396;38.7386311437909
1123;13.6498679489574;46.1481351626206;38.7386501774043
1124;13.6500017857143;46.1487395424837;38.7386691666667
1125;13.6501361150016;46.1493442911609;38.7386880322129
1126;13.6502709344849;46.1499493923125;38.7387067623716
1127;13.6504062208217;46.15055482493;38.7387253641457
1128;13.6505419436664;46.1511605750078;38.7387438538749
1129;13.6506780843449;46.1517665725179;38.7387621918768
1130;13.6508145930594;46.1523727684407;38.7387803944912
1131;13.6509514324619;46.1529791230937;38.7387984663866
1132;13.6510885706505;46.1535856037971;38.7388164005602
1133;13.6512259679427;46.1541921568627;38.7388341830066
1134;13.6513635877684;46.1547987449424;38.7388518215064
1135;13.651501416122;46.1554053773732;38.7388693464053
1136;13.6516394506692;46.1560121008403;38.7388868082789
1137;13.6517777015251;46.1566189519141;38.73890423047
1138;13.651916197479;46.1572259360411;38.7389215826331
1139;13.6520549712107;46.1578330275443;38.7389388064115
1140;13.6521940624027;46.1584402030812;38.7389558434485
1141;13.652333496732;46.159047464986;38.7389726680672
1142;13.6524732905384;46.1596548879552;38.7389893253968
1143;13.6526134508248;46.1602625490196;38.739005873794
1144;13.6527539892624;46.1608705532213;38.7390223918456
1145;13.6528949315282;46.1614789869281;38.7390389262372
1146;13.6530362962963;46.1620878664799;38.7390554723
1147;13.6531780952381;46.162697194211;38.7390720277
1148;13.653320349362;46.163306984127;38.7390885877684
1149;13.6534630905696;46.1639172222222;38.739105105042
1150;13.6536063445378;46.1645278859321;38.7391215281668
1151;13.6537501283847;46.1651389472456;38.7391378089013
1152;13.6538944475568;46.165750428727;38.7391539643635
1153;13.654039291939;46.1663623910675;38.7391700591348
1154;13.654184659197;46.1669749323063;38.7391861865857
1155;13.654330542328;46.1675881528167;38.7392024517585
1156;13.6544769568939;46.1682020471522;38.739218837535
1157;13.6546239239029;46.1688165429505;38.7392352591037
1158;13.6547714441332;46.1694315919701;38.7392516728914
1159;13.6549194965764;46.1700471545285;38.7392680633365
1160;13.6550680742297;46.1706632679739;38.7392844701214
1161;13.6552171747588;46.1712799766573;38.7393009329287
1162;13.6553668168378;46.1718972455649;38.7393173980703
1163;13.655517019141;46.1725149976657;38.7393337721755
1164;13.6556677878929;46.1731331979458;38.7393500178961
1165;13.6558191300965;46.1737517826019;38.7393660698724
1166;13.655971048864;46.1743707049486;38.7393818814192
1167;13.656123522409;46.1749899704326;38.7393974727669
1168;13.6562765305011;46.1756095533769;38.7394128470277
1169;13.6564300357921;46.1762293814192;38.7394279831933
1170;13.6565840063803;46.1768493899782;38.7394428548086
1171;13.6567384220355;46.177469554155;38.7394574626517
1172;13.6568932726424;46.178089868503;38.7394718168378
1173;13.6570485690943;46.1787103252412;38.7394859025833
1174;13.6572043370682;46.1793309080299;38.7394996895425
1175;13.6573605625584;46.1799515375039;38.7395131263617
1176;13.6575172370059;46.1805721389667;38.7395261570184
1177;13.6576743409586;46.1811926914099;38.7395387861811
1178;13.6578318650794;46.1818132275132;38.7395510558668
1179;13.657989807812;46.1824337519452;38.7395629684096
1180;13.6581481574852;46.183054274043;38.7395745471522
1181;13.6583069133209;46.1836747751323;38.7395857850918
1182;13.6584660916589;46.1842952388733;38.73959666122
1183;13.658625734516;46.1849156792717;38.7396071498599
1184;13.6587858769063;46.1855361663554;38.7396172766884
1185;13.6589465180517;46.1861568067227;38.7396271381886
1186;13.6591076517273;46.1867777124183;38.7396368479614
1187;13.6592692732649;46.1873989869281;38.7396465087146
1188;13.659431389667;46.1880207026144;38.7396561811391
1189;13.6595940056022;46.1886429084967;38.7396659025833
1190;13.6597571374105;46.1892656512605;38.7396757010582
1191;13.6599207889822;46.189889003268;38.7396856372549
1192;13.6600849400871;46.1905130578898;38.7396958092126
1193;13.660249562714;46.1911378968254;38.7397063173047
1194;13.6604146265173;46.191763627451;38.7397172945845
1195;13.6605801198257;46.1923903524743;38.7397288484283
1196;13.6607460519763;46.1930181629318;38.7397410511983
1197;13.6609124369748;46.193647089169;38.7397539052288
1198;13.661079265484;46.1942771802054;38.7397674502023
1199;13.6612465375039;46.1949084850607;38.7397817211329
1200;13.6614142577031;46.1955410037348;38.7397967086835
1201;13.6615824159664;46.1961746732026;38.7398123646125
1202;13.6617509951758;46.196809414099;38.7398286414566
1203;13.6619199712107;46.1974452380952;38.7398455812325
1204;13.6620893277311;46.1980821545285;38.7398632096172
1205;13.6622590507314;46.1987201283847;38.739881503268
1206;13.662429126206;46.1993591153128;38.7399004318394
1207;13.6625995471522;46.1999990748522;38.7399199704326
1208;13.6627703182384;46.2006399906629;38.7399401027077
1209;13.6629414628073;46.2012818261749;38.7399607671958
1210;13.6631130018674;46.2019245417056;38.7399819008714
1211;13.663284929972;46.2025680929038;38.7400034632742
1212;13.6634572338936;46.2032124120759;38.740025410831
1213;13.6636298910675;46.2038574144102;38.7400477046374
1214;13.663802875817;46.2045029948646;38.7400702793339
1215;13.6639761733582;46.205149091192;38.7400930897915
1216;13.6641497696856;46.2057957057267;38.7401161383442
1217;13.664323645347;46.2064428664799;38.7401394553377
1218;13.6644978034547;46.207090524432;38.7401629870837
1219;13.6646722580143;46.2077386235605;38.7401866658886
1220;13.6648470277;46.2083871451914;38.7402104567382
1221;13.6650221498599;46.209036100996;38.7402343409586
1222;13.6651976711796;46.2096855010893;38.7402582897603
1223;13.6653736196701;46.2103352894491;38.7402822261127
1224;13.6655499953315;46.2109854162776;38.7403061087768
1225;13.6657267841581;46.2116358675693;38.7403299470899
1226;13.6659039659197;46.2122866760037;38.7403537955182
1227;13.666081521164;46.2129378415811;38.7403776719577
1228;13.6662594537815;46.213589344071;38.7404015499533
1229;13.6664377824463;46.2142411881419;38.7404254201681
1230;13.6666165219421;46.2148933636788;38.7404492600373
1231;13.6667956722689;46.2155458520075;38.7404730555555
1232;13.6669752310924;46.2161986554622;38.7404968137255
1233;13.6671551774043;46.216851774043;38.7405205532213
1234;13.6673354785247;46.2175052077498;38.7405443043884
1235;13.6675161087768;46.2181589589169;38.7405680929038
1236;13.6676970354809;46.2188129971989;38.740591914099
1237;13.6678782212885;46.2194672759104;38.7406157492997
1238;13.6680596311858;46.2201218323996;38.7406396661998
1239;13.6682412488329;46.2207767226891;38.7406637394958
1240;13.6684230718954;46.2214319397759;38.7406879645191
1241;13.6686051058201;46.2220874416433;38.7407122875817
1242;13.6687873568316;46.2227432329599;38.7407367040149
1243;13.6689698225957;46.2233993487395;38.7407612464986
1244;13.6691525007781;46.2240558146592;38.7407859430439
1245;13.6693354030501;46.2247126704015;38.7408108263305
1246;13.6695185504202;46.2253699696545;38.7408359290383
1247;13.6697019615624;46.226027735761;38.7408612535014
1248;13.6698856434796;46.2266859827264;38.7408868067227
1249;13.6700696101774;46.2273447408964;38.7409126027077
1250;13.6702538756614;46.2280040406163;38.7409386531279
1251;13.6704384422658;46.2286638865546;38.740964964986
1252;13.6706233099907;46.22932428338;38.7409915499533
1253;13.670808478836;46.2299852217554;38.7410183893557
1254;13.6709939433551;46.2306466876751;38.741045454404
1255;13.6711796996576;46.2313086998133;38.7410727482104
1256;13.6713657422969;46.2319712535014;38.7411002661064
1257;13.6715520650482;46.2326343417367;38.7411280057578
1258;13.6717386562403;46.2332979761905;38.7411559858388
1259;13.6719254940865;46.2339621638655;38.7411842265795
1260;13.6721125536881;46.2346268930906;38.741212735761
1261;13.6722998233738;46.2352921218487;38.7412414853719
1262;13.6724872984749;46.2359578034547;38.7412704396203
1263;13.6726749836601;46.2366238935574;38.7412995525988
1264;13.6728628695923;46.2372903454715;38.7413287962963
1265;13.6730509446001;46.2379571265173;38.7413581613757
1266;13.6732392063492;46.2386242436975;38.7413876595082
1267;13.6734276501712;46.2392916946779;38.7414172930283
1268;13.6736162643946;46.2399594701214;38.7414470736072
1269;13.6738050287893;46.2406275536882;38.7414770183629
1270;13.6739939145658;46.2412959399315;38.741507159197
1271;13.6741828999377;46.2419646366324;38.7415375280112
1272;13.6743719872393;46.2426336181139;38.7415681014628
1273;13.6745611749144;46.243302823685;38.7415988266418
1274;13.6747504590725;46.2439722019919;38.7416296599751
1275;13.6749398295985;46.244641739029;38.7416605960162
1276;13.6751292662621;46.2453114309057;38.7416916495487
1277;13.6753187636166;46.2459812721755;38.7417228182384
1278;13.6755083403361;46.2466512488329;38.7417540686274
1279;13.6756979964208;46.2473213538749;38.7417853913788
1280;13.6758877178649;46.2479915779645;38.7418167958294
1281;13.6760775023343;46.2486619117647;38.7418482773109
1282;13.6762673334889;46.249332394958;38.7418798918456
1283;13.6764571973234;46.25000304155;38.7419116604419
1284;13.6766470899471;46.2506738702148;38.7419435971055
1285;13.6768370082477;46.2513449004046;38.7419757205104
1286;13.6770269553377;46.2520161150016;38.7420080150949
1287;13.6772169218799;46.252687490663;38.7420404715219
1288;13.6774068930906;46.2533590413943;38.7420731146903
1289;13.6775968549642;46.2540308022098;38.7421059819483
1290;13.6777867740429;46.2547027629941;38.7421390927482
1291;13.6779766153128;46.2553748934018;38.7421724525366
1292;13.6781663562091;46.2560471615313;38.7422060550887
1293;13.6783559687208;46.2567195300343;38.7422398910675
1294;13.6785454505135;46.2573919498911;38.7422739067849
1295;13.6787348039216;46.2580644047619;38.7423080672269
1296;13.6789240242764;46.2587368899782;38.7423423607221
1297;13.6791131139122;46.2594093751945;38.7423767452536
1298;13.6793020564893;46.2600818417367;38.7424112231559
1299;13.6794908465608;46.2607542592593;38.742445778089
1300;13.6796794895736;46.2614265950825;38.7424803773732
1301;13.6798679691877;46.2620988398693;38.7425150256769
1302;13.6800562527233;46.2627709982882;38.7425497510115
1303;13.6802443215064;46.2634430493309;38.7425845580454
1304;13.6804321732026;46.2641149229692;38.7426194024276
1305;13.6806198225957;46.2647865592904;38.7426542203548
1306;13.680807264239;46.2654579201681;38.7426889752568
1307;13.6809944677871;46.2661289822596;38.7427236694678
1308;13.6811813935574;46.2667997525677;38.7427583496732
1309;13.6813680182073;46.2674702637722;38.742793076564
1310;13.6815543253968;46.2681405182073;38.7428278781513
1311;13.6817402964519;46.268810471522;38.742862745098
1312;13.6819259173669;46.269480070028;38.7428976517274
1313;13.6821111928105;46.2701492507003;38.7429325326797
1314;13.6822961087768;46.2708179505136;38.7429673366013
1315;13.6824806349206;46.2714861111111;38.7430020354809
1316;13.6826647432306;46.2721536718021;38.7430366106443
1317;13.6828484103641;46.2728205742297;38.7430710480859
1318;13.6830316106443;46.2734867226891;38.7431052917834
1319;13.683214318394;46.274152054155;38.7431393067227
1320;13.6833965196078;46.2748165429505;38.7431730812325
1321;13.6835782275132;46.2754802124183;38.7432066199813
1322;13.6837594421102;46.2761430485527;38.7432399066293
1323;13.6839401384998;46.2768049953315;38.743272910831
1324;13.6841202746654;46.2774660410831;38.7433056629318
1325;13.6842998202614;46.2781261764706;38.7433381862745
1326;13.6844787566138;46.2787854038282;38.7433704995331
1327;13.6846570650482;46.2794436982571;38.7434025949268
1328;13.6848347152194;46.2801010356365;38.743434484127
1329;13.6850116791161;46.280757404295;38.7434661959228
1330;13.6851879435107;46.2814128018985;38.7434977521008
1331;13.6853635107376;46.2820672307812;38.743529152661
1332;13.6855383963585;46.2827206979458;38.743560375817
1333;13.6857126182695;46.2833732648615;38.7435914534702
1334;13.6858861795829;46.2840250031123;38.7436224494242
1335;13.6860590966387;46.2846759453781;38.7436533823529
1336;13.6862313912232;46.2853260473078;38.7436842032368
1337;13.6864030983504;46.2859752785559;38.7437148607221
1338;13.6865742452537;46.2866236718021;38.7437453594771
1339;13.6867448615002;46.2872712340492;38.7437756792717
1340;13.6869149525366;46.2879179699658;38.7438058146592
1341;13.6870845066916;46.2885638772176;38.7438357656396
1342;13.6872535333022;46.2892089923747;38.7438655469966
1343;13.6874220323685;46.2898534095861;38.7438952380952
1344;13.6875900062247;46.2904971708683;38.7439248615001
1345;13.687757456427;46.2911402225335;38.7439543487395
1346;13.6879243759726;46.2917825342359;38.7439836671335
1347;13.6880907492997;46.2924241223156;38.7440128548086
1348;13.688256556178;46.2930649789916;38.7440419242141
1349;13.6884218028322;46.2937050630252;38.7440708278867
1350;13.6885864869281;46.2943443627451;38.7440995564892
1351;13.6887506014628;46.2949828874883;38.7441281216931
1352;13.6889141581077;46.2956206372549;38.7441565048241
1353;13.6890771872082;46.2962576260504;38.7441846872082
1354;13.6892396988795;46.2968938748833;38.7442126797386
1355;13.6894016938998;46.2975294094304;38.7442405112045
1356;13.6895631660442;46.2981642717087;38.7442682352941
1357;13.6897241036415;46.2987984593837;38.7442958683473
1358;13.6898845183629;46.2994319094304;38.7443233380019
1359;13.6900444312169;46.3000646101774;38.7443506162465
1360;13.690203863212;46.3006966573296;38.744377780112
1361;13.6903628423592;46.3013281193588;38.7444048739496
1362;13.6905214083411;46.3019590048241;38.7444318604108
1363;13.6906795985061;46.3025893067227;38.7444586858077
1364;13.6908373941799;46.3032190437286;38.744485375817
1365;13.6909947626829;46.3038482205104;38.7445119631186
1366;13.6911516837846;46.3044768432929;38.7445384733893
1367;13.6913081333645;46.3051049455338;38.7445649603175
1368;13.6914640880797;46.3057325155618;38.74459143324
1369;13.6916195292561;46.3063594950202;38.74461785014
1370;13.691774457672;46.3069858138811;38.7446441409897
1371;13.6919288943355;46.3076114207905;38.7446702287582
1372;13.6920828594771;46.3082362877373;38.7446960714286
1373;13.6922363694367;46.3088603913788;38.7447216503268
1374;13.6923894242141;46.3094836990352;38.744746949113
1375;13.6925420121382;46.3101061593526;38.7447719421102
1376;13.6926941308746;46.3107277738873;38.7447966339869
1377;13.692845778089;46.3113485410831;38.744821031746
1378;13.6929969498911;46.3119684656085;38.744845157174
1379;13.6931476672891;46.3125875497977;38.7448690009337
1380;13.6932979505135;46.3132058053221;38.7448925552443
1381;13.6934478197946;46.3138232446312;38.7449158107687
1382;13.6935972922502;46.3144398902895;38.7449387745098
1383;13.6937463912232;46.3150557703081;38.7449614558045
1384;13.6938951517274;46.3156709150327;38.7449838476502
1385;13.6940435901027;46.3162853711485;38.7450059733893
1386;13.6941917226891;46.3168991581077;38.7450278338002
1387;13.6943395681606;46.3175122914721;38.7450494164332
1388;13.6944871475257;46.3181248062558;38.7450707189542
1389;13.6946344817927;46.3187367468098;38.7450917507003
1390;13.6947815873016;46.319348129474;38.7451125070028
1391;13.6949284508248;46.3199589379085;38.7451329863056
1392;13.6950750412387;46.3205691837846;38.7451532275132
1393;13.6952213414255;46.3211788741052;38.7451732508559
1394;13.6953673467165;46.3217880135388;38.7451930656707
1395;13.6955130695612;46.3223966184252;38.74521267507
1396;13.6956585076253;46.3230047074385;38.745232097728
1397;13.6958036352319;46.3236122852474;38.7452513616558
1398;13.6959484430439;46.3242193495176;38.7452704715219
1399;13.696092954404;46.3248259212574;38.7452894226579
1400;13.6962371949891;46.3254320308123;38.7453082127295
1401;13.6963811756925;46.3260377310924;38.7453268806411
1402;13.6965249183006;46.3266430952381;38.7453454831933
1403;13.6966684554933;46.3272481862745;38.7453640600685
1404;13.6968118292873;46.3278530578898;38.7453826299409
1405;13.6969550980392;46.3284577731092;38.7454011928105
1406;13.6970983286648;46.3290624346405;38.7454197735761
1407;13.69724160831;46.3296671358544;38.7454383706816
1408;13.6973850256769;46.3302719771242;38.745456993464
1409;13.6975286741363;46.3308770658263;38.7454756535948
1410;13.6976726493931;46.3314824813259;38.7454943300653
1411;13.6978170261438;46.3320883193277;38.7455130392157
1412;13.6979618627451;46.3326946685341;38.7455318113912
1413;13.6981072058823;46.3333016153128;38.745550690943
1414;13.6982530835668;46.3339092250234;38.7455697245565
1415;13.6983995261438;46.3345175490196;38.7455889472456
1416;13.6985465662932;46.3351266293184;38.7456083776844
1417;13.6986942366947;46.3357364659197;38.7456279831933
1418;13.6988425723623;46.3363470611578;38.7456477194211
1419;13.6989915779645;46.3369584407096;38.7456675957049
1420;13.6991412394958;46.3375706419234;38.7456876610644
1421;13.6992915662932;46.3381836671335;38.7457079154995
1422;13.6994425723623;46.3387975186741;38.7457283496732
1423;13.6995942460317;46.3394122082166;38.7457489705882
1424;13.6997465522876;46.3400277287582;38.7457697875817
1425;13.6998994701214;46.3406440686275;38.7457908123249
1426;13.7000530042017;46.341261197479;38.7458120168067
1427;13.7002072058823;46.3418790756303;38.7458333099907
1428;13.7003621031746;46.3424976680672;38.7458546218487
1429;13.7005176984127;46.3431169514472;38.7458759173669
1430;13.7006740079365;46.3437369281046;38.7458971685341
1431;13.7008310480859;46.3443576237161;38.7459183683473
1432;13.7009888258637;46.3449790709617;38.7459395331466
1433;13.70114732493;46.3456013095238;38.7459607189542
1434;13.7013065522876;46.3462243674136;38.7459819444444
1435;13.7014665312792;46.3468482586368;38.7460031886088
1436;13.7016272782446;46.347472980859;38.7460244164332
1437;13.7017888001867;46.3480985527544;38.7460456302521
1438;13.7019511204482;46.3487250093371;38.7460668464052
1439;13.7021142670401;46.3493523669468;38.7460880625583
1440;13.7022782446312;46.3499806582633;38.7461093090569
1441;13.7024430586679;46.3506099206349;38.7461306185808
1442;13.7026087177093;46.3512401890756;38.746152019141
1443;13.7027752614379;46.3518714845938;38.746173496732
1444;13.7029427248677;46.3525038188609;38.7461950233427
1445;13.7031111336757;46.3531371755369;38.7462165546218
1446;13.7032805065359;46.3537715242764;38.7462380438842
1447;13.7034508597884;46.354406879085;38.7462594849051
1448;13.7036222097728;46.3550432539682;38.7462808683473
1449;13.7037945704949;46.3556806582633;38.7463021817616
1450;13.703967945845;46.3563191246499;38.7463234523809
1451;13.7041423295985;46.3569587091503;38.7463447440087
1452;13.7043176960784;46.3575994374416;38.746366110333
1453;13.7044940172736;46.3582412651727;38.746387535014
1454;13.704671267507;46.3588841456583;38.7464089993775
1455;13.7048494094304;46.3595280345472;38.7464304917522
1456;13.7050283932462;46.3601729084968;38.7464520308123
1457;13.7052081520386;46.3608187511671;38.7464736655773
1458;13.7053886072207;46.3614655368814;38.7464954512916
1459;13.7055697121071;46.3621132259571;38.7465174066293
1460;13.7057514239029;46.3627617763772;38.7465395417056
1461;13.70593368892;46.3634111437909;38.7465618751945
1462;13.7061164581388;46.36406125817;38.7465843993153
1463;13.7062997152194;46.3647120518208;38.7466070767196
1464;13.7064834461562;46.3653634990663;38.7466299081855
1465;13.706667640056;46.3660155882353;38.7466529014939
1466;13.7068523008092;46.3666682656396;38.7466760068472
1467;13.7070374447557;46.3673214845939;38.7466991658886
1468;13.7072230718954;46.3679752684407;38.7467224066293
1469;13.7074091752256;46.36862964986;38.7467457710862
1470;13.7075957500778;46.3692846381886;38.7467692779334
1471;13.7077827847806;46.3699402264239;38.7467929318394
1472;13.7079702489885;46.370596398226;38.7468167538126
1473;13.7081581224712;46.3712531022409;38.7468407189542
1474;13.7083463849984;46.3719103011205;38.7468648155929
1475;13.7085350326797;46.3725679598506;38.7468890219421
1476;13.7087240865235;46.3732260597572;38.7469133053221
1477;13.7089135605353;46.3738846265173;38.7469376820728
1478;13.7091034383753;46.374543697479;38.7469622012138
1479;13.7092936780268;46.3752032376284;38.7469868674136
1480;13.7094842351385;46.3758631528167;38.7470116316526
1481;13.7096750583567;46.3765234010271;38.7470365056022
1482;13.7098660846561;46.3771839666978;38.7470615452848
1483;13.7100572836913;46.3778448031435;38.7470867436975
1484;13.7102486647993;46.3785058590103;38.7471120424836
1485;13.7104402458761;46.3791670953937;38.7471373832866
1486;13.7106320549331;46.3798284609399;38.7471626960784
1487;13.710824134765;46.3804899338624;38.7471879154995
1488;13.7110165227202;46.381151564737;38.747213050887
1489;13.7112092444756;46.3818134337068;38.7472381512605
1490;13.7114023039216;46.3824756388111;38.7472633053221
1491;13.7115956893869;46.3831382524121;38.7472885901027
1492;13.7117893853097;46.3838013001867;38.7473140312792
1493;13.71198339169;46.384464772798;38.7473396148459
1494;13.7121777318705;46.3851287005914;38.7473653431372
1495;13.7123724291939;46.3857931076875;38.7473912161531
1496;13.7125674953315;46.3864579614068;38.7474171895425
1497;13.7127629536259;46.3871232492997;38.7474432142857
1498;13.712958819639;46.3877889737006;38.7474692639278
1499;13.7131550778089;46.3884551392779;38.7474953532524
1500;13.7133517009026;46.3891217475879;38.747521512605
1501;13.7135486445689;46.3897888032991;38.7475477933395
1502;13.7137458683473;46.3904563071895;38.7475742351385
1503;13.7139433309991;46.3911242600374;38.7476008776844
1504;13.7141410014006;46.3917926260504;38.747627718643
1505;13.714338863212;46.3924613554311;38.7476547268908
1506;13.7145369117647;46.3931304038282;38.7476818674136
1507;13.7147351470588;46.393799746343;38.7477091246499
1508;13.7149335690943;46.3944693783069;38.7477365009337
1509;13.715132194211;46.39513928338;38.7477639729225
1510;13.7153310527544;46.3958094989107;38.7477915499533
1511;13.7155301937442;46.3964801019297;38.7478192623716
1512;13.715729659197;46.3971511437909;38.7478471265173
1513;13.7159294708995;46.3978226688453;38.7478751688453
1514;13.7161296397448;46.3984946864301;38.7479033909119
1515;13.7163301820728;46.3991671848739;38.7479317647059
1516;13.7165311422347;46.3998401758481;38.7479602505447
1517;13.716732543573;46.4005136756925;38.7479888414255
1518;13.7169343767507;46.4011876704015;38.7480175326797
1519;13.7171366254279;46.4018621202926;38.7480463009648
1520;13.7173392693744;46.4025369631186;38.748075105042
1521;13.7175422759104;46.4032121171802;38.7481038912231
1522;13.7177455929038;46.4038874883287;38.7481326120448
1523;13.7179491526611;46.4045629855275;38.7481612418301
1524;13.7181528688142;46.405238487395;38.7481897478991
1525;13.7183566479925;46.4059138562091;38.7482180952381
1526;13.7185603874883;46.4065889379085;38.7482462418301
1527;13.718763977591;46.4072635527544;38.7482741293184
1528;13.7189673109244;46.4079375163399;38.7483016876751
1529;13.7191702777778;46.4086107142857;38.7483289192343
1530;13.7193727731092;46.4092830602241;38.7483558473389
1531;13.7195747035481;46.4099544467787;38.7483824579832
1532;13.7197760060691;46.4106247689076;38.7484087021475
1533;13.7199766316527;46.4112939355742;38.7484345331466
1534;13.720176512605;46.411961879085;38.7484599439776
1535;13.7203755882353;46.4126285364146;38.7484849276377
1536;13.7205738141923;46.413293872549;38.748509493464
1537;13.7207711437909;46.4139578851541;38.7485336928104
1538;13.7209675396825;46.4146205648926;38.7485575606909
1539;13.7211630018674;46.4152819374416;38.7485811181139
1540;13.7213575233427;46.4159420074696;38.7486043674136
1541;13.72155106676;46.4166007633053;38.74862732493
1542;13.7217436064426;46.4172582173981;38.7486500295674
1543;13.7219351470588;46.4179144039838;38.7486725217865
1544;13.7221257142857;46.4185693487395;38.7486948085901
1545;13.7223153384687;46.4192230703392;38.7487168806411
1546;13.7225040266107;46.4198756014628;38.7487387729536
1547;13.7226917530346;46.4205269747899;38.748760550887
1548;13.7228785037348;46.4211772066604;38.7487822447868
1549;13.7230642880486;46.4218263087457;38.7488038616558
1550;13.7232491106443;46.4224742903828;38.7488254154995
1551;13.7234329691877;46.4231211515717;38.7488469273265
1552;13.7236158940243;46.4237668643013;38.7488683504513
1553;13.7237979201681;46.4244114028945;38.7488896311858
1554;13.7239790359477;46.4250547416744;38.7489107671957
1555;13.7241592343604;46.4256968829754;38.7489317794895
1556;13.7243385294118;46.4263378548086;38.7489526890756
1557;13.7245169444445;46.4269776680672;38.7489734780579
1558;13.7246944887955;46.4276163071895;38.7489941153128
1559;13.724871162465;46.4282537488329;38.7490145658263
1560;13.7250469584501;46.4288899626517;38.7490348015873
1561;13.7252218604108;46.4295249183006;38.7490548085901
1562;13.7253958590103;46.430158592437;38.7490745728291
1563;13.7255689519141;46.4307909873949;38.7490941059757
1564;13.7257411344538;46.4314221171802;38.7491134337068
1565;13.7259123926237;46.4320520098039;38.7491325957049
1566;13.7260827147526;46.4326806932773;38.7491516246498
1567;13.7262520915033;46.4333081722689;38.7491705291005
1568;13.7264205182073;46.4339344351074;38.749189300498
1569;13.7265880088702;46.4345594747899;38.7492079225023
1570;13.7267545681606;46.4351832586368;38.7492263624339
1571;13.7269202054155;46.4358057446312;38.7492445736072
1572;13.7270849408652;46.4364269273265;38.7492625319016
1573;13.727248793962;46.4370468425148;38.7492802497666
1574;13.7274117857143;46.4376655368814;38.7492977528789
1575;13.7275739324619;46.4382830827887;38.7493150972611
1576;13.7277352645503;46.4388995245876;38.7493322945845
1577;13.7278958286648;46.4395149066293;38.749349335512
1578;13.7280556520386;46.4401292732649;38.7493662254902
1579;13.7282147447868;46.4407426735138;38.7493829917522
1580;13.7283731279178;46.4413551493931;38.7493996553066
1581;13.7285308364457;46.4419667452537;38.7494162208217
1582;13.7286878820417;46.4425775101151;38.7494327217554
1583;13.7288442787115;46.4431874859944;38.7494491853408
1584;13.7290000427949;46.443796696234;38.7494656162465
1585;13.7291551882975;46.4444051968565;38.7494820518207
1586;13.7293097315593;46.4450130578898;38.749498531746
1587;13.7294636616869;46.4456203081232;38.7495150848117
1588;13.7296169638967;46.4462269421102;38.7495317125739
1589;13.7297696405229;46.4468329295051;38.7495483776844
1590;13.7299217079054;46.44743821662;38.7495650101151
1591;13.7300731847183;46.4480427964519;38.7495815888577
1592;13.7302240966387;46.4486466690009;38.7495980882353
1593;13.7303744849051;46.4492498225957;38.7496144561158
1594;13.7305243946468;46.4498522689075;38.7496306535948
1595;13.7306738562092;46.4504540429505;38.7496466713352
1596;13.7308228789294;46.4510551353875;38.7496624789916
1597;13.7309714744787;46.4516555275443;38.7496780392157
1598;13.7311196615313;46.452255210084;38.7496933286648
1599;13.7312674727669;46.4528542296919;38.749708356676
1600;13.7314149431995;46.4534526151572;38.7497231162465
1601;13.7315621008403;46.4540503890445;38.7497376097105
1602;13.731708994709;46.4546475840336;38.7497518253968
